,counter,src_svc,dst_svc,src_cid,dst_cid,flow,weight,total
3,12,b,c,us-west-1,us-west-1,-1,1.0,-1
4,12,a,b,us-west-1,us-west-1,-1,1.0,-1
5,12,b,c,us-east-1,us-west-1,-1,1.0,-1
6,12,a,b,us-east-1,us-east-1,-1,1.0,-1
0,13,frontend,a,us-west-1,us-west-1,106,1.0,106
1,13,frontend,a,us-east-1,us-east-1,400,0.7952286282306164,503
2,13,frontend,a,us-east-1,us-west-1,103,0.2047713717693837,503
3,13,b,c,us-west-1,us-west-1,-1,1.0,-1
4,13,a,b,us-west-1,us-west-1,-1,1.0,-1
5,13,b,c,us-east-1,us-west-1,-1,1.0,-1
6,13,a,b,us-east-1,us-east-1,-1,1.0,-1
0,14,frontend,a,us-west-1,us-west-1,101,1.0,101
1,14,frontend,a,us-east-1,us-east-1,400,0.7707129094412332,519
2,14,frontend,a,us-east-1,us-west-1,119,0.22928709055876687,519
3,14,b,c,us-west-1,us-west-1,-1,1.0,-1
4,14,a,b,us-west-1,us-west-1,-1,1.0,-1
5,14,b,c,us-east-1,us-west-1,-1,1.0,-1
6,14,a,b,us-east-1,us-east-1,-1,1.0,-1
0,15,frontend,a,us-west-1,us-west-1,95,1.0,95
1,15,frontend,a,us-east-1,us-east-1,400,0.7874015748031497,508
2,15,frontend,a,us-east-1,us-west-1,108,0.2125984251968504,508
3,15,b,c,us-west-1,us-west-1,-1,1.0,-1
4,15,a,b,us-west-1,us-west-1,-1,1.0,-1
5,15,b,c,us-east-1,us-west-1,-1,1.0,-1
6,15,a,b,us-east-1,us-east-1,-1,1.0,-1
0,16,frontend,a,us-west-1,us-west-1,97,1.0,97
1,16,frontend,a,us-east-1,us-east-1,400,0.796812749003984,502
2,16,frontend,a,us-east-1,us-west-1,102,0.20318725099601595,502
3,16,b,c,us-west-1,us-west-1,-1,1.0,-1
4,16,a,b,us-west-1,us-west-1,-1,1.0,-1
5,16,b,c,us-east-1,us-west-1,-1,1.0,-1
6,16,a,b,us-east-1,us-east-1,-1,1.0,-1
0,17,frontend,a,us-west-1,us-west-1,101,1.0,101
1,17,frontend,a,us-east-1,us-east-1,400,0.8456659619450317,473
2,17,frontend,a,us-east-1,us-west-1,73,0.1543340380549683,473
3,17,b,c,us-west-1,us-west-1,-1,1.0,-1
4,17,a,b,us-west-1,us-west-1,-1,1.0,-1
5,17,b,c,us-east-1,us-west-1,-1,1.0,-1
6,17,a,b,us-east-1,us-east-1,-1,1.0,-1
0,18,frontend,a,us-west-1,us-west-1,85,1.0,85
1,18,frontend,a,us-east-1,us-east-1,400,0.7722007722007722,518
2,18,frontend,a,us-east-1,us-west-1,118,0.2277992277992278,518
3,18,b,c,us-west-1,us-west-1,-1,1.0,-1
4,18,a,b,us-west-1,us-west-1,-1,1.0,-1
5,18,b,c,us-east-1,us-west-1,-1,1.0,-1
6,18,a,b,us-east-1,us-east-1,-1,1.0,-1
0,19,frontend,a,us-west-1,us-west-1,91,1.0,91
1,19,frontend,a,us-east-1,us-east-1,400,0.8791208791208791,455
2,19,frontend,a,us-east-1,us-west-1,55,0.12087912087912088,455
3,19,b,c,us-west-1,us-west-1,-1,1.0,-1
4,19,a,b,us-west-1,us-west-1,-1,1.0,-1
5,19,b,c,us-east-1,us-west-1,-1,1.0,-1
6,19,a,b,us-east-1,us-east-1,-1,1.0,-1
0,20,frontend,a,us-west-1,us-west-1,103,1.0,103
1,20,frontend,a,us-east-1,us-east-1,400,0.8421052631578947,475
2,20,frontend,a,us-east-1,us-west-1,75,0.15789473684210525,475
3,20,b,c,us-west-1,us-west-1,-1,1.0,-1
4,20,a,b,us-west-1,us-west-1,-1,1.0,-1
5,20,b,c,us-east-1,us-west-1,-1,1.0,-1
6,20,a,b,us-east-1,us-east-1,-1,1.0,-1
0,21,frontend,a,us-west-1,us-west-1,112,1.0,112
1,21,frontend,a,us-east-1,us-east-1,400,0.814663951120163,491
2,21,frontend,a,us-east-1,us-west-1,91,0.18533604887983707,491
3,21,b,c,us-west-1,us-west-1,-1,1.0,-1
4,21,a,b,us-west-1,us-west-1,-1,1.0,-1
5,21,b,c,us-east-1,us-west-1,-1,1.0,-1
6,21,a,b,us-east-1,us-east-1,-1,1.0,-1
0,22,frontend,a,us-west-1,us-west-1,105,1.0,105
1,22,frontend,a,us-east-1,us-east-1,400,0.7476635514018691,535
2,22,frontend,a,us-east-1,us-west-1,135,0.2523364485981308,535
3,22,b,c,us-west-1,us-west-1,-1,1.0,-1
4,22,a,b,us-west-1,us-west-1,-1,1.0,-1
5,22,b,c,us-east-1,us-west-1,-1,1.0,-1
6,22,a,b,us-east-1,us-east-1,-1,1.0,-1
0,23,frontend,a,us-west-1,us-west-1,118,1.0,118
1,23,frontend,a,us-east-1,us-east-1,400,0.8281573498964804,483
2,23,frontend,a,us-east-1,us-west-1,83,0.17184265010351968,483
3,23,b,c,us-west-1,us-west-1,-1,1.0,-1
4,23,a,b,us-west-1,us-west-1,-1,1.0,-1
5,23,b,c,us-east-1,us-west-1,-1,1.0,-1
6,23,a,b,us-east-1,us-east-1,-1,1.0,-1
0,24,frontend,a,us-west-1,us-west-1,90,1.0,90
1,24,frontend,a,us-east-1,us-east-1,400,0.819672131147541,488
2,24,frontend,a,us-east-1,us-west-1,88,0.18032786885245902,488
3,24,b,c,us-west-1,us-west-1,-1,1.0,-1
4,24,a,b,us-west-1,us-west-1,-1,1.0,-1
5,24,b,c,us-east-1,us-west-1,-1,1.0,-1
6,24,a,b,us-east-1,us-east-1,-1,1.0,-1
0,25,frontend,a,us-west-1,us-west-1,90,1.0,90
1,25,frontend,a,us-east-1,us-east-1,400,0.7889546351084813,507
2,25,frontend,a,us-east-1,us-west-1,107,0.21104536489151873,507
3,25,b,c,us-west-1,us-west-1,-1,1.0,-1
4,25,a,b,us-west-1,us-west-1,-1,1.0,-1
5,25,b,c,us-east-1,us-west-1,-1,1.0,-1
6,25,a,b,us-east-1,us-east-1,-1,1.0,-1
0,26,frontend,a,us-west-1,us-west-1,89,1.0,89
1,26,frontend,a,us-east-1,us-east-1,400,0.8113590263691683,493
2,26,frontend,a,us-east-1,us-west-1,93,0.18864097363083165,493
3,26,b,c,us-west-1,us-west-1,-1,1.0,-1
4,26,a,b,us-west-1,us-west-1,-1,1.0,-1
5,26,b,c,us-east-1,us-west-1,-1,1.0,-1
6,26,a,b,us-east-1,us-east-1,-1,1.0,-1
0,27,frontend,a,us-west-1,us-west-1,105,1.0,105
1,27,frontend,a,us-east-1,us-east-1,400,0.7312614259597806,547
2,27,frontend,a,us-east-1,us-west-1,147,0.2687385740402194,547
3,27,b,c,us-west-1,us-west-1,-1,1.0,-1
4,27,a,b,us-west-1,us-west-1,-1,1.0,-1
5,27,b,c,us-east-1,us-west-1,-1,1.0,-1
6,27,a,b,us-east-1,us-east-1,-1,1.0,-1
0,28,frontend,a,us-west-1,us-west-1,96,1.0,96
1,28,frontend,a,us-east-1,us-east-1,400,0.8032128514056225,498
2,28,frontend,a,us-east-1,us-west-1,98,0.19678714859437751,498
3,28,b,c,us-west-1,us-west-1,-1,1.0,-1
4,28,a,b,us-west-1,us-west-1,-1,1.0,-1
5,28,b,c,us-east-1,us-west-1,-1,1.0,-1
6,28,a,b,us-east-1,us-east-1,-1,1.0,-1
0,29,frontend,a,us-west-1,us-west-1,117,1.0,117
1,29,frontend,a,us-east-1,us-east-1,400,0.7575757575757576,528
2,29,frontend,a,us-east-1,us-west-1,128,0.24242424242424243,528
3,29,b,c,us-west-1,us-west-1,-1,1.0,-1
4,29,a,b,us-west-1,us-west-1,-1,1.0,-1
5,29,b,c,us-east-1,us-west-1,-1,1.0,-1
6,29,a,b,us-east-1,us-east-1,-1,1.0,-1
0,30,frontend,a,us-west-1,us-west-1,88,1.0,88
1,30,frontend,a,us-east-1,us-east-1,400,0.7575757575757576,528
2,30,frontend,a,us-east-1,us-west-1,128,0.24242424242424243,528
3,30,b,c,us-west-1,us-west-1,-1,1.0,-1
4,30,a,b,us-west-1,us-west-1,-1,1.0,-1
5,30,b,c,us-east-1,us-west-1,-1,1.0,-1
6,30,a,b,us-east-1,us-east-1,-1,1.0,-1
0,32,frontend,a,us-west-1,us-west-1,87,1.0,87
1,32,frontend,a,us-east-1,us-east-1,400,0.8869179600886918,451
2,32,frontend,a,us-east-1,us-west-1,51,0.1130820399113082,451
3,32,b,c,us-west-1,us-west-1,-1,1.0,-1
4,32,a,b,us-west-1,us-west-1,-1,1.0,-1
5,32,b,c,us-east-1,us-west-1,-1,1.0,-1
6,32,a,b,us-east-1,us-east-1,-1,1.0,-1
0,33,frontend,a,us-west-1,us-west-1,119,1.0,119
1,33,frontend,a,us-east-1,us-east-1,400,0.8333333333333334,480
2,33,frontend,a,us-east-1,us-west-1,80,0.16666666666666666,480
3,33,b,c,us-west-1,us-west-1,-1,1.0,-1
4,33,a,b,us-west-1,us-west-1,-1,1.0,-1
5,33,b,c,us-east-1,us-west-1,-1,1.0,-1
6,33,a,b,us-east-1,us-east-1,-1,1.0,-1
0,34,frontend,a,us-west-1,us-west-1,96,1.0,96
1,34,frontend,a,us-east-1,us-east-1,400,0.7843137254901961,510
2,34,frontend,a,us-east-1,us-west-1,110,0.21568627450980393,510
3,34,b,c,us-west-1,us-west-1,-1,1.0,-1
4,34,a,b,us-west-1,us-west-1,-1,1.0,-1
5,34,b,c,us-east-1,us-west-1,-1,1.0,-1
6,34,a,b,us-east-1,us-east-1,-1,1.0,-1
0,35,frontend,a,us-west-1,us-west-1,106,1.0,106
1,35,frontend,a,us-east-1,us-east-1,400,0.8016032064128257,499
2,35,frontend,a,us-east-1,us-west-1,99,0.19839679358717435,499
3,35,b,c,us-west-1,us-west-1,-1,1.0,-1
4,35,a,b,us-west-1,us-west-1,-1,1.0,-1
5,35,b,c,us-east-1,us-west-1,-1,1.0,-1
6,35,a,b,us-east-1,us-east-1,-1,1.0,-1
0,36,frontend,a,us-west-1,us-west-1,84,1.0,84
1,36,frontend,a,us-east-1,us-east-1,400,0.7936507936507936,504
2,36,frontend,a,us-east-1,us-west-1,104,0.20634920634920634,504
3,36,b,c,us-west-1,us-west-1,-1,1.0,-1
4,36,a,b,us-west-1,us-west-1,-1,1.0,-1
5,36,b,c,us-east-1,us-west-1,-1,1.0,-1
6,36,a,b,us-east-1,us-east-1,-1,1.0,-1
0,37,frontend,a,us-west-1,us-west-1,107,1.0,107
1,37,frontend,a,us-east-1,us-east-1,400,0.8163265306122449,490
2,37,frontend,a,us-east-1,us-west-1,90,0.1836734693877551,490
3,37,b,c,us-west-1,us-west-1,-1,1.0,-1
4,37,a,b,us-west-1,us-west-1,-1,1.0,-1
5,37,b,c,us-east-1,us-west-1,-1,1.0,-1
6,37,a,b,us-east-1,us-east-1,-1,1.0,-1
0,38,frontend,a,us-west-1,us-west-1,110,1.0,110
1,38,frontend,a,us-east-1,us-east-1,400,0.7936507936507936,504
2,38,frontend,a,us-east-1,us-west-1,104,0.20634920634920634,504
3,38,b,c,us-west-1,us-west-1,-1,1.0,-1
4,38,a,b,us-west-1,us-west-1,-1,1.0,-1
5,38,b,c,us-east-1,us-west-1,-1,1.0,-1
6,38,a,b,us-east-1,us-east-1,-1,1.0,-1
0,39,frontend,a,us-west-1,us-west-1,101,1.0,101
1,39,frontend,a,us-east-1,us-east-1,400,0.8658008658008658,462
2,39,frontend,a,us-east-1,us-west-1,62,0.1341991341991342,462
3,39,b,c,us-west-1,us-west-1,-1,1.0,-1
4,39,a,b,us-west-1,us-west-1,-1,1.0,-1
5,39,b,c,us-east-1,us-west-1,-1,1.0,-1
6,39,a,b,us-east-1,us-east-1,-1,1.0,-1
0,40,frontend,a,us-west-1,us-west-1,102,1.0,102
1,40,frontend,a,us-east-1,us-east-1,400,0.9216589861751152,434
2,40,frontend,a,us-east-1,us-west-1,34,0.07834101382488479,434
3,40,b,c,us-west-1,us-west-1,-1,1.0,-1
4,40,a,b,us-west-1,us-west-1,-1,1.0,-1
5,40,b,c,us-east-1,us-west-1,-1,1.0,-1
6,40,a,b,us-east-1,us-east-1,-1,1.0,-1
0,41,frontend,a,us-west-1,us-west-1,95,1.0,95
1,41,frontend,a,us-east-1,us-east-1,400,0.8456659619450317,473
2,41,frontend,a,us-east-1,us-west-1,73,0.1543340380549683,473
3,41,b,c,us-west-1,us-west-1,-1,1.0,-1
4,41,a,b,us-west-1,us-west-1,-1,1.0,-1
5,41,b,c,us-east-1,us-west-1,-1,1.0,-1
6,41,a,b,us-east-1,us-east-1,-1,1.0,-1
0,42,frontend,a,us-west-1,us-west-1,99,1.0,99
1,42,frontend,a,us-east-1,us-east-1,400,0.7677543186180422,521
2,42,frontend,a,us-east-1,us-west-1,121,0.23224568138195778,521
3,42,b,c,us-west-1,us-west-1,-1,1.0,-1
4,42,a,b,us-west-1,us-west-1,-1,1.0,-1
5,42,b,c,us-east-1,us-west-1,-1,1.0,-1
6,42,a,b,us-east-1,us-east-1,-1,1.0,-1
0,43,frontend,a,us-west-1,us-west-1,98,1.0,98
1,43,frontend,a,us-east-1,us-east-1,400,0.7207207207207207,555
2,43,frontend,a,us-east-1,us-west-1,155,0.27927927927927926,555
3,43,b,c,us-west-1,us-west-1,-1,1.0,-1
4,43,a,b,us-west-1,us-west-1,-1,1.0,-1
5,43,b,c,us-east-1,us-west-1,-1,1.0,-1
6,43,a,b,us-east-1,us-east-1,-1,1.0,-1
0,44,frontend,a,us-west-1,us-west-1,110,1.0,110
1,44,frontend,a,us-east-1,us-east-1,400,0.7905138339920948,506
2,44,frontend,a,us-east-1,us-west-1,106,0.20948616600790515,506
3,44,b,c,us-west-1,us-west-1,-1,1.0,-1
4,44,a,b,us-west-1,us-west-1,-1,1.0,-1
5,44,b,c,us-east-1,us-west-1,-1,1.0,-1
6,44,a,b,us-east-1,us-east-1,-1,1.0,-1
0,45,frontend,a,us-west-1,us-west-1,105,1.0,105
1,45,frontend,a,us-east-1,us-east-1,400,0.7843137254901961,510
2,45,frontend,a,us-east-1,us-west-1,110,0.21568627450980393,510
3,45,b,c,us-west-1,us-west-1,-1,1.0,-1
4,45,a,b,us-west-1,us-west-1,-1,1.0,-1
5,45,b,c,us-east-1,us-west-1,-1,1.0,-1
6,45,a,b,us-east-1,us-east-1,-1,1.0,-1
0,46,frontend,a,us-west-1,us-west-1,86,1.0,86
1,46,frontend,a,us-east-1,us-east-1,400,0.7648183556405354,523
2,46,frontend,a,us-east-1,us-west-1,123,0.23518164435946462,523
3,46,b,c,us-west-1,us-west-1,-1,1.0,-1
4,46,a,b,us-west-1,us-west-1,-1,1.0,-1
5,46,b,c,us-east-1,us-west-1,-1,1.0,-1
6,46,a,b,us-east-1,us-east-1,-1,1.0,-1
0,47,frontend,a,us-west-1,us-west-1,96,1.0,96
1,47,frontend,a,us-east-1,us-east-1,400,0.7692307692307693,520
2,47,frontend,a,us-east-1,us-west-1,120,0.23076923076923078,520
3,47,b,c,us-west-1,us-west-1,-1,1.0,-1
4,47,a,b,us-west-1,us-west-1,-1,1.0,-1
5,47,b,c,us-east-1,us-west-1,-1,1.0,-1
6,47,a,b,us-east-1,us-east-1,-1,1.0,-1
0,48,frontend,a,us-west-1,us-west-1,96,1.0,96
1,48,frontend,a,us-east-1,us-east-1,400,0.7782101167315175,514
2,48,frontend,a,us-east-1,us-west-1,114,0.22178988326848248,514
3,48,b,c,us-west-1,us-west-1,-1,1.0,-1
4,48,a,b,us-west-1,us-west-1,-1,1.0,-1
5,48,b,c,us-east-1,us-west-1,-1,1.0,-1
6,48,a,b,us-east-1,us-east-1,-1,1.0,-1
0,49,frontend,a,us-west-1,us-west-1,106,1.0,106
1,49,frontend,a,us-east-1,us-east-1,400,0.8179959100204499,489
2,49,frontend,a,us-east-1,us-west-1,89,0.18200408997955012,489
3,49,b,c,us-west-1,us-west-1,-1,1.0,-1
4,49,a,b,us-west-1,us-west-1,-1,1.0,-1
5,49,b,c,us-east-1,us-west-1,-1,1.0,-1
6,49,a,b,us-east-1,us-east-1,-1,1.0,-1
0,50,frontend,a,us-west-1,us-west-1,106,1.0,106
1,50,frontend,a,us-east-1,us-east-1,400,0.8264462809917356,484
2,50,frontend,a,us-east-1,us-west-1,84,0.17355371900826447,484
3,50,b,c,us-west-1,us-west-1,-1,1.0,-1
4,50,a,b,us-west-1,us-west-1,-1,1.0,-1
5,50,b,c,us-east-1,us-west-1,-1,1.0,-1
6,50,a,b,us-east-1,us-east-1,-1,1.0,-1
0,51,frontend,a,us-west-1,us-west-1,117,1.0,117
1,51,frontend,a,us-east-1,us-east-1,400,0.7692307692307693,520
2,51,frontend,a,us-east-1,us-west-1,120,0.23076923076923078,520
3,51,b,c,us-west-1,us-west-1,-1,1.0,-1
4,51,a,b,us-west-1,us-west-1,-1,1.0,-1
5,51,b,c,us-east-1,us-west-1,-1,1.0,-1
6,51,a,b,us-east-1,us-east-1,-1,1.0,-1
0,52,frontend,a,us-west-1,us-west-1,92,1.0,92
1,52,frontend,a,us-east-1,us-east-1,400,0.851063829787234,470
2,52,frontend,a,us-east-1,us-west-1,70,0.14893617021276595,470
3,52,b,c,us-west-1,us-west-1,-1,1.0,-1
4,52,a,b,us-west-1,us-west-1,-1,1.0,-1
5,52,b,c,us-east-1,us-west-1,-1,1.0,-1
6,52,a,b,us-east-1,us-east-1,-1,1.0,-1
0,53,frontend,a,us-west-1,us-west-1,86,1.0,86
1,53,frontend,a,us-east-1,us-east-1,400,0.8064516129032258,496
2,53,frontend,a,us-east-1,us-west-1,96,0.1935483870967742,496
3,53,b,c,us-west-1,us-west-1,-1,1.0,-1
4,53,a,b,us-west-1,us-west-1,-1,1.0,-1
5,53,b,c,us-east-1,us-west-1,-1,1.0,-1
6,53,a,b,us-east-1,us-east-1,-1,1.0,-1
0,54,frontend,a,us-west-1,us-west-1,102,1.0,102
1,54,frontend,a,us-east-1,us-east-1,400,0.814663951120163,491
2,54,frontend,a,us-east-1,us-west-1,91,0.18533604887983707,491
3,54,b,c,us-west-1,us-west-1,-1,1.0,-1
4,54,a,b,us-west-1,us-west-1,-1,1.0,-1
5,54,b,c,us-east-1,us-west-1,-1,1.0,-1
6,54,a,b,us-east-1,us-east-1,-1,1.0,-1
0,55,frontend,a,us-west-1,us-west-1,107,1.0,107
1,55,frontend,a,us-east-1,us-east-1,400,0.7797270955165692,513
2,55,frontend,a,us-east-1,us-west-1,113,0.2202729044834308,513
3,55,b,c,us-west-1,us-west-1,-1,1.0,-1
4,55,a,b,us-west-1,us-west-1,-1,1.0,-1
5,55,b,c,us-east-1,us-west-1,-1,1.0,-1
6,55,a,b,us-east-1,us-east-1,-1,1.0,-1
0,56,frontend,a,us-west-1,us-west-1,91,1.0,91
1,56,frontend,a,us-east-1,us-east-1,400,0.7421150278293135,539
2,56,frontend,a,us-east-1,us-west-1,139,0.25788497217068646,539
3,56,b,c,us-west-1,us-west-1,-1,1.0,-1
4,56,a,b,us-west-1,us-west-1,-1,1.0,-1
5,56,b,c,us-east-1,us-west-1,-1,1.0,-1
6,56,a,b,us-east-1,us-east-1,-1,1.0,-1
0,57,frontend,a,us-west-1,us-west-1,105,1.0,105
1,57,frontend,a,us-east-1,us-east-1,400,0.7590132827324478,527
2,57,frontend,a,us-east-1,us-west-1,127,0.2409867172675522,527
3,57,b,c,us-west-1,us-west-1,-1,1.0,-1
4,57,a,b,us-west-1,us-west-1,-1,1.0,-1
5,57,b,c,us-east-1,us-west-1,-1,1.0,-1
6,57,a,b,us-east-1,us-east-1,-1,1.0,-1
0,58,frontend,a,us-west-1,us-west-1,84,1.0,84
1,58,frontend,a,us-east-1,us-east-1,400,0.78125,512
2,58,frontend,a,us-east-1,us-west-1,112,0.21875,512
3,58,b,c,us-west-1,us-west-1,-1,1.0,-1
4,58,a,b,us-west-1,us-west-1,-1,1.0,-1
5,58,b,c,us-east-1,us-west-1,-1,1.0,-1
6,58,a,b,us-east-1,us-east-1,-1,1.0,-1
0,59,frontend,a,us-west-1,us-west-1,9,1.0,9
1,59,frontend,a,us-east-1,us-east-1,400,0.7920792079207921,505
2,59,frontend,a,us-east-1,us-west-1,105,0.2079207920792079,505
3,59,b,c,us-west-1,us-west-1,-1,1.0,-1
4,59,a,b,us-west-1,us-west-1,-1,1.0,-1
5,59,b,c,us-east-1,us-west-1,-1,1.0,-1
6,59,a,b,us-east-1,us-east-1,-1,1.0,-1
