,counter,src_svc,dst_svc,src_cid,dst_cid,flow,weight,total
5,9,a,b,us-east-1,us-east-1,-1,1.0,-1
0,10,frontend,a,us-west-1,us-west-1,225,1.0,225
1,10,frontend,a,us-east-1,us-east-1,205,1.0,205
2,10,b,c,us-west-1,us-west-1,-1,1.0,-1
3,10,a,b,us-west-1,us-west-1,-1,1.0,-1
4,10,b,c,us-east-1,us-west-1,-1,1.0,-1
5,10,a,b,us-east-1,us-east-1,-1,1.0,-1
0,11,frontend,a,us-west-1,us-west-1,193,1.0,193
1,11,frontend,a,us-east-1,us-east-1,208,1.0,208
2,11,b,c,us-west-1,us-west-1,-1,1.0,-1
3,11,a,b,us-west-1,us-west-1,-1,1.0,-1
4,11,b,c,us-east-1,us-west-1,-1,1.0,-1
5,11,a,b,us-east-1,us-east-1,-1,1.0,-1
0,12,frontend,a,us-west-1,us-west-1,186,1.0,186
1,12,frontend,a,us-east-1,us-east-1,178,1.0,178
2,12,b,c,us-west-1,us-west-1,-1,1.0,-1
3,12,a,b,us-west-1,us-west-1,-1,1.0,-1
4,12,b,c,us-east-1,us-west-1,-1,1.0,-1
5,12,a,b,us-east-1,us-east-1,-1,1.0,-1
0,13,frontend,a,us-west-1,us-west-1,221,1.0,221
1,13,frontend,a,us-east-1,us-east-1,196,1.0,196
2,13,b,c,us-west-1,us-west-1,-1,1.0,-1
3,13,a,b,us-west-1,us-west-1,-1,1.0,-1
4,13,b,c,us-east-1,us-west-1,-1,1.0,-1
5,13,a,b,us-east-1,us-east-1,-1,1.0,-1
0,14,frontend,a,us-west-1,us-west-1,175,1.0,175
1,14,frontend,a,us-east-1,us-east-1,220,1.0,220
2,14,b,c,us-west-1,us-west-1,-1,1.0,-1
3,14,a,b,us-west-1,us-west-1,-1,1.0,-1
4,14,b,c,us-east-1,us-west-1,-1,1.0,-1
5,14,a,b,us-east-1,us-east-1,-1,1.0,-1
0,15,frontend,a,us-west-1,us-west-1,193,1.0,193
1,15,frontend,a,us-east-1,us-east-1,181,1.0,181
2,15,b,c,us-west-1,us-west-1,-1,1.0,-1
3,15,a,b,us-west-1,us-west-1,-1,1.0,-1
4,15,b,c,us-east-1,us-west-1,-1,1.0,-1
5,15,a,b,us-east-1,us-east-1,-1,1.0,-1
0,16,frontend,a,us-west-1,us-west-1,189,1.0,189
1,16,frontend,a,us-east-1,us-east-1,197,1.0,197
2,16,b,c,us-west-1,us-west-1,-1,1.0,-1
3,16,a,b,us-west-1,us-west-1,-1,1.0,-1
4,16,b,c,us-east-1,us-west-1,-1,1.0,-1
5,16,a,b,us-east-1,us-east-1,-1,1.0,-1
0,17,frontend,a,us-west-1,us-west-1,204,1.0,204
1,17,frontend,a,us-east-1,us-east-1,186,1.0,186
2,17,b,c,us-west-1,us-west-1,-1,1.0,-1
3,17,a,b,us-west-1,us-west-1,-1,1.0,-1
4,17,b,c,us-east-1,us-west-1,-1,1.0,-1
5,17,a,b,us-east-1,us-east-1,-1,1.0,-1
0,18,frontend,a,us-west-1,us-west-1,205,1.0,205
1,18,frontend,a,us-east-1,us-east-1,211,1.0,211
2,18,b,c,us-west-1,us-west-1,-1,1.0,-1
3,18,a,b,us-west-1,us-west-1,-1,1.0,-1
4,18,b,c,us-east-1,us-west-1,-1,1.0,-1
5,18,a,b,us-east-1,us-east-1,-1,1.0,-1
0,19,frontend,a,us-west-1,us-west-1,202,1.0,202
1,19,frontend,a,us-east-1,us-east-1,217,1.0,217
2,19,b,c,us-west-1,us-west-1,-1,1.0,-1
3,19,a,b,us-west-1,us-west-1,-1,1.0,-1
4,19,b,c,us-east-1,us-west-1,-1,1.0,-1
5,19,a,b,us-east-1,us-east-1,-1,1.0,-1
0,20,frontend,a,us-west-1,us-west-1,202,1.0,202
1,20,frontend,a,us-east-1,us-east-1,187,1.0,187
2,20,b,c,us-west-1,us-west-1,-1,1.0,-1
3,20,a,b,us-west-1,us-west-1,-1,1.0,-1
4,20,b,c,us-east-1,us-west-1,-1,1.0,-1
5,20,a,b,us-east-1,us-east-1,-1,1.0,-1
0,21,frontend,a,us-west-1,us-west-1,400,0.9852216748768473,406
1,21,frontend,a,us-west-1,us-east-1,6,0.014778325123152709,406
2,21,frontend,a,us-east-1,us-east-1,216,1.0,216
3,21,b,c,us-west-1,us-west-1,-1,1.0,-1
4,21,a,b,us-west-1,us-west-1,-1,1.0,-1
5,21,b,c,us-east-1,us-west-1,-1,1.0,-1
6,21,a,b,us-east-1,us-east-1,-1,1.0,-1
0,22,frontend,a,us-west-1,us-west-1,187,1.0,187
1,22,frontend,a,us-east-1,us-east-1,177,1.0,177
2,22,b,c,us-west-1,us-west-1,-1,1.0,-1
3,22,a,b,us-west-1,us-west-1,-1,1.0,-1
4,22,b,c,us-east-1,us-west-1,-1,1.0,-1
5,22,a,b,us-east-1,us-east-1,-1,1.0,-1
0,23,frontend,a,us-west-1,us-west-1,212,1.0,212
1,23,frontend,a,us-east-1,us-east-1,195,1.0,195
2,23,b,c,us-west-1,us-west-1,-1,1.0,-1
3,23,a,b,us-west-1,us-west-1,-1,1.0,-1
4,23,b,c,us-east-1,us-west-1,-1,1.0,-1
5,23,a,b,us-east-1,us-east-1,-1,1.0,-1
0,24,frontend,a,us-west-1,us-west-1,233,1.0,233
1,24,frontend,a,us-east-1,us-east-1,220,1.0,220
2,24,b,c,us-west-1,us-west-1,-1,1.0,-1
3,24,a,b,us-west-1,us-west-1,-1,1.0,-1
4,24,b,c,us-east-1,us-west-1,-1,1.0,-1
5,24,a,b,us-east-1,us-east-1,-1,1.0,-1
0,25,frontend,a,us-west-1,us-west-1,178,1.0,178
1,25,frontend,a,us-east-1,us-east-1,215,1.0,215
2,25,b,c,us-west-1,us-west-1,-1,1.0,-1
3,25,a,b,us-west-1,us-west-1,-1,1.0,-1
4,25,b,c,us-east-1,us-west-1,-1,1.0,-1
5,25,a,b,us-east-1,us-east-1,-1,1.0,-1
0,26,frontend,a,us-west-1,us-west-1,194,1.0,194
1,26,frontend,a,us-east-1,us-east-1,181,1.0,181
2,26,b,c,us-west-1,us-west-1,-1,1.0,-1
3,26,a,b,us-west-1,us-west-1,-1,1.0,-1
4,26,b,c,us-east-1,us-west-1,-1,1.0,-1
5,26,a,b,us-east-1,us-east-1,-1,1.0,-1
0,27,frontend,a,us-west-1,us-west-1,189,1.0,189
1,27,frontend,a,us-east-1,us-east-1,200,1.0,200
2,27,b,c,us-west-1,us-west-1,-1,1.0,-1
3,27,a,b,us-west-1,us-west-1,-1,1.0,-1
4,27,b,c,us-east-1,us-west-1,-1,1.0,-1
5,27,a,b,us-east-1,us-east-1,-1,1.0,-1
0,28,frontend,a,us-west-1,us-west-1,190,1.0,190
1,28,frontend,a,us-east-1,us-east-1,178,1.0,178
2,28,b,c,us-west-1,us-west-1,-1,1.0,-1
3,28,a,b,us-west-1,us-west-1,-1,1.0,-1
4,28,b,c,us-east-1,us-west-1,-1,1.0,-1
5,28,a,b,us-east-1,us-east-1,-1,1.0,-1
0,29,frontend,a,us-west-1,us-west-1,199,1.0,199
1,29,frontend,a,us-east-1,us-east-1,192,1.0,192
2,29,b,c,us-west-1,us-west-1,-1,1.0,-1
3,29,a,b,us-west-1,us-west-1,-1,1.0,-1
4,29,b,c,us-east-1,us-west-1,-1,1.0,-1
5,29,a,b,us-east-1,us-east-1,-1,1.0,-1
0,30,frontend,a,us-west-1,us-west-1,178,1.0,178
1,30,frontend,a,us-east-1,us-east-1,195,1.0,195
2,30,b,c,us-west-1,us-west-1,-1,1.0,-1
3,30,a,b,us-west-1,us-west-1,-1,1.0,-1
4,30,b,c,us-east-1,us-west-1,-1,1.0,-1
5,30,a,b,us-east-1,us-east-1,-1,1.0,-1
0,31,frontend,a,us-west-1,us-west-1,193,1.0,193
1,31,frontend,a,us-east-1,us-east-1,185,1.0,185
2,31,b,c,us-west-1,us-west-1,-1,1.0,-1
3,31,a,b,us-west-1,us-west-1,-1,1.0,-1
4,31,b,c,us-east-1,us-west-1,-1,1.0,-1
5,31,a,b,us-east-1,us-east-1,-1,1.0,-1
0,32,frontend,a,us-west-1,us-west-1,209,1.0,209
1,32,frontend,a,us-east-1,us-east-1,207,1.0,207
2,32,b,c,us-west-1,us-west-1,-1,1.0,-1
3,32,a,b,us-west-1,us-west-1,-1,1.0,-1
4,32,b,c,us-east-1,us-west-1,-1,1.0,-1
5,32,a,b,us-east-1,us-east-1,-1,1.0,-1
0,33,frontend,a,us-west-1,us-west-1,204,1.0,204
1,33,frontend,a,us-east-1,us-east-1,209,1.0,209
2,33,b,c,us-west-1,us-west-1,-1,1.0,-1
3,33,a,b,us-west-1,us-west-1,-1,1.0,-1
4,33,b,c,us-east-1,us-west-1,-1,1.0,-1
5,33,a,b,us-east-1,us-east-1,-1,1.0,-1
0,34,frontend,a,us-west-1,us-west-1,228,1.0,228
1,34,frontend,a,us-east-1,us-east-1,216,1.0,216
2,34,b,c,us-west-1,us-west-1,-1,1.0,-1
3,34,a,b,us-west-1,us-west-1,-1,1.0,-1
4,34,b,c,us-east-1,us-west-1,-1,1.0,-1
5,34,a,b,us-east-1,us-east-1,-1,1.0,-1
0,35,frontend,a,us-west-1,us-west-1,188,1.0,188
1,35,frontend,a,us-east-1,us-east-1,204,1.0,204
2,35,b,c,us-west-1,us-west-1,-1,1.0,-1
3,35,a,b,us-west-1,us-west-1,-1,1.0,-1
4,35,b,c,us-east-1,us-west-1,-1,1.0,-1
5,35,a,b,us-east-1,us-east-1,-1,1.0,-1
0,36,frontend,a,us-west-1,us-west-1,195,1.0,195
1,36,frontend,a,us-east-1,us-east-1,190,1.0,190
2,36,b,c,us-west-1,us-west-1,-1,1.0,-1
3,36,a,b,us-west-1,us-west-1,-1,1.0,-1
4,36,b,c,us-east-1,us-west-1,-1,1.0,-1
5,36,a,b,us-east-1,us-east-1,-1,1.0,-1
0,37,frontend,a,us-west-1,us-west-1,212,1.0,212
1,37,frontend,a,us-east-1,us-east-1,205,1.0,205
2,37,b,c,us-west-1,us-west-1,-1,1.0,-1
3,37,a,b,us-west-1,us-west-1,-1,1.0,-1
4,37,b,c,us-east-1,us-west-1,-1,1.0,-1
5,37,a,b,us-east-1,us-east-1,-1,1.0,-1
0,38,frontend,a,us-west-1,us-west-1,189,1.0,189
1,38,frontend,a,us-east-1,us-east-1,199,1.0,199
2,38,b,c,us-west-1,us-west-1,-1,1.0,-1
3,38,a,b,us-west-1,us-west-1,-1,1.0,-1
4,38,b,c,us-east-1,us-west-1,-1,1.0,-1
5,38,a,b,us-east-1,us-east-1,-1,1.0,-1
0,39,frontend,a,us-west-1,us-west-1,218,1.0,218
1,39,frontend,a,us-east-1,us-east-1,194,1.0,194
2,39,b,c,us-west-1,us-west-1,-1,1.0,-1
3,39,a,b,us-west-1,us-west-1,-1,1.0,-1
4,39,b,c,us-east-1,us-west-1,-1,1.0,-1
5,39,a,b,us-east-1,us-east-1,-1,1.0,-1
0,40,frontend,a,us-west-1,us-west-1,195,1.0,195
1,40,frontend,a,us-east-1,us-east-1,216,1.0,216
2,40,b,c,us-west-1,us-west-1,-1,1.0,-1
3,40,a,b,us-west-1,us-west-1,-1,1.0,-1
4,40,b,c,us-east-1,us-west-1,-1,1.0,-1
5,40,a,b,us-east-1,us-east-1,-1,1.0,-1
0,41,frontend,a,us-west-1,us-west-1,186,1.0,186
1,41,frontend,a,us-east-1,us-east-1,195,1.0,195
2,41,b,c,us-west-1,us-west-1,-1,1.0,-1
3,41,a,b,us-west-1,us-west-1,-1,1.0,-1
4,41,b,c,us-east-1,us-west-1,-1,1.0,-1
5,41,a,b,us-east-1,us-east-1,-1,1.0,-1
0,42,frontend,a,us-west-1,us-west-1,189,1.0,189
1,42,frontend,a,us-east-1,us-east-1,187,1.0,187
2,42,b,c,us-west-1,us-west-1,-1,1.0,-1
3,42,a,b,us-west-1,us-west-1,-1,1.0,-1
4,42,b,c,us-east-1,us-west-1,-1,1.0,-1
5,42,a,b,us-east-1,us-east-1,-1,1.0,-1
0,43,frontend,a,us-west-1,us-west-1,207,1.0,207
1,43,frontend,a,us-east-1,us-east-1,199,1.0,199
2,43,b,c,us-west-1,us-west-1,-1,1.0,-1
3,43,a,b,us-west-1,us-west-1,-1,1.0,-1
4,43,b,c,us-east-1,us-west-1,-1,1.0,-1
5,43,a,b,us-east-1,us-east-1,-1,1.0,-1
0,44,frontend,a,us-west-1,us-west-1,201,1.0,201
1,44,frontend,a,us-east-1,us-east-1,214,1.0,214
2,44,b,c,us-west-1,us-west-1,-1,1.0,-1
3,44,a,b,us-west-1,us-west-1,-1,1.0,-1
4,44,b,c,us-east-1,us-west-1,-1,1.0,-1
5,44,a,b,us-east-1,us-east-1,-1,1.0,-1
0,45,frontend,a,us-west-1,us-west-1,177,1.0,177
1,45,frontend,a,us-east-1,us-east-1,183,1.0,183
2,45,b,c,us-west-1,us-west-1,-1,1.0,-1
3,45,a,b,us-west-1,us-west-1,-1,1.0,-1
4,45,b,c,us-east-1,us-west-1,-1,1.0,-1
5,45,a,b,us-east-1,us-east-1,-1,1.0,-1
0,46,frontend,a,us-west-1,us-west-1,171,1.0,171
1,46,frontend,a,us-east-1,us-east-1,156,1.0,156
2,46,b,c,us-west-1,us-west-1,-1,1.0,-1
3,46,a,b,us-west-1,us-west-1,-1,1.0,-1
4,46,b,c,us-east-1,us-west-1,-1,1.0,-1
5,46,a,b,us-east-1,us-east-1,-1,1.0,-1
0,47,frontend,a,us-west-1,us-west-1,191,1.0,191
1,47,frontend,a,us-east-1,us-east-1,188,1.0,188
2,47,b,c,us-west-1,us-west-1,-1,1.0,-1
3,47,a,b,us-west-1,us-west-1,-1,1.0,-1
4,47,b,c,us-east-1,us-west-1,-1,1.0,-1
5,47,a,b,us-east-1,us-east-1,-1,1.0,-1
0,48,frontend,a,us-west-1,us-west-1,200,1.0,200
1,48,frontend,a,us-east-1,us-east-1,204,1.0,204
2,48,b,c,us-west-1,us-west-1,-1,1.0,-1
3,48,a,b,us-west-1,us-west-1,-1,1.0,-1
4,48,b,c,us-east-1,us-west-1,-1,1.0,-1
5,48,a,b,us-east-1,us-east-1,-1,1.0,-1
0,49,frontend,a,us-west-1,us-west-1,190,1.0,190
1,49,frontend,a,us-east-1,us-east-1,194,1.0,194
2,49,b,c,us-west-1,us-west-1,-1,1.0,-1
3,49,a,b,us-west-1,us-west-1,-1,1.0,-1
4,49,b,c,us-east-1,us-west-1,-1,1.0,-1
5,49,a,b,us-east-1,us-east-1,-1,1.0,-1
0,50,frontend,a,us-west-1,us-west-1,187,1.0,187
1,50,frontend,a,us-east-1,us-east-1,184,1.0,184
2,50,b,c,us-west-1,us-west-1,-1,1.0,-1
3,50,a,b,us-west-1,us-west-1,-1,1.0,-1
4,50,b,c,us-east-1,us-west-1,-1,1.0,-1
5,50,a,b,us-east-1,us-east-1,-1,1.0,-1
0,51,frontend,a,us-west-1,us-west-1,225,1.0,225
1,51,frontend,a,us-east-1,us-east-1,213,1.0,213
2,51,b,c,us-west-1,us-west-1,-1,1.0,-1
3,51,a,b,us-west-1,us-west-1,-1,1.0,-1
4,51,b,c,us-east-1,us-west-1,-1,1.0,-1
5,51,a,b,us-east-1,us-east-1,-1,1.0,-1
0,52,frontend,a,us-west-1,us-west-1,219,1.0,219
1,52,frontend,a,us-east-1,us-east-1,205,1.0,205
2,52,b,c,us-west-1,us-west-1,-1,1.0,-1
3,52,a,b,us-west-1,us-west-1,-1,1.0,-1
4,52,b,c,us-east-1,us-west-1,-1,1.0,-1
5,52,a,b,us-east-1,us-east-1,-1,1.0,-1
0,53,frontend,a,us-west-1,us-west-1,203,1.0,203
1,53,frontend,a,us-east-1,us-east-1,212,1.0,212
2,53,b,c,us-west-1,us-west-1,-1,1.0,-1
3,53,a,b,us-west-1,us-west-1,-1,1.0,-1
4,53,b,c,us-east-1,us-west-1,-1,1.0,-1
5,53,a,b,us-east-1,us-east-1,-1,1.0,-1
0,54,frontend,a,us-west-1,us-west-1,205,1.0,205
1,54,frontend,a,us-east-1,us-east-1,210,1.0,210
2,54,b,c,us-west-1,us-west-1,-1,1.0,-1
3,54,a,b,us-west-1,us-west-1,-1,1.0,-1
4,54,b,c,us-east-1,us-west-1,-1,1.0,-1
5,54,a,b,us-east-1,us-east-1,-1,1.0,-1
0,55,frontend,a,us-west-1,us-west-1,222,1.0,222
1,55,frontend,a,us-east-1,us-east-1,219,1.0,219
2,55,b,c,us-west-1,us-west-1,-1,1.0,-1
3,55,a,b,us-west-1,us-west-1,-1,1.0,-1
4,55,b,c,us-east-1,us-west-1,-1,1.0,-1
5,55,a,b,us-east-1,us-east-1,-1,1.0,-1
0,56,frontend,a,us-west-1,us-west-1,182,1.0,182
1,56,frontend,a,us-east-1,us-east-1,195,1.0,195
2,56,b,c,us-west-1,us-west-1,-1,1.0,-1
3,56,a,b,us-west-1,us-west-1,-1,1.0,-1
4,56,b,c,us-east-1,us-west-1,-1,1.0,-1
5,56,a,b,us-east-1,us-east-1,-1,1.0,-1
0,57,frontend,a,us-west-1,us-west-1,169,1.0,169
1,57,frontend,a,us-east-1,us-east-1,174,1.0,174
2,57,b,c,us-west-1,us-west-1,-1,1.0,-1
3,57,a,b,us-west-1,us-west-1,-1,1.0,-1
4,57,b,c,us-east-1,us-west-1,-1,1.0,-1
5,57,a,b,us-east-1,us-east-1,-1,1.0,-1
0,58,frontend,a,us-west-1,us-west-1,153,1.0,153
1,58,frontend,a,us-east-1,us-east-1,189,1.0,189
2,58,b,c,us-west-1,us-west-1,-1,1.0,-1
3,58,a,b,us-west-1,us-west-1,-1,1.0,-1
4,58,b,c,us-east-1,us-west-1,-1,1.0,-1
5,58,a,b,us-east-1,us-east-1,-1,1.0,-1
